0.000000000000000000e+00,nan,nan,3.870000000000000000e+02,4.680000000000000000e+02,nan,nan,5.360000000000000000e+02,5.420000000000000000e+02,nan,3.190000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,nan,nan,3.920000000000000000e+02,4.740000000000000000e+02,nan,nan,5.470000000000000000e+02,5.480000000000000000e+02,nan,nan,1.410000000000000000e+02,3.210000000000000000e+02,4.260000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,nan,nan,4.070000000000000000e+02,4.800000000000000000e+02,nan,nan,5.530000000000000000e+02,nan,nan,nan,1.440000000000000000e+02,nan,4.300000000000000000e+02,1.890000000000000000e+02,3.230000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,nan,nan,4.110000000000000000e+02,4.910000000000000000e+02,nan,nan,5.550000000000000000e+02,nan,nan,nan,1.450000000000000000e+02,nan,4.350000000000000000e+02,1.930000000000000000e+02,nan,2.050000000000000000e+02,3.240000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,nan,nan,4.200000000000000000e+02,4.950000000000000000e+02,nan,nan,nan,nan,nan,nan,1.480000000000000000e+02,nan,4.370000000000000000e+02,1.940000000000000000e+02,nan,2.100000000000000000e+02,nan,3.270000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,nan,nan,4.280000000000000000e+02,5.050000000000000000e+02,nan,nan,nan,nan,nan,nan,1.480000000000000000e+02,nan,4.380000000000000000e+02,1.960000000000000000e+02,nan,2.070000000000000000e+02,nan,nan,3.280000000000000000e+02,4.390000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,nan,nan,4.310000000000000000e+02,5.080000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.380000000000000000e+02,1.970000000000000000e+02,nan,2.110000000000000000e+02,nan,nan,nan,4.390000000000000000e+02,3.310000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,nan,nan,4.400000000000000000e+02,5.190000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.430000000000000000e+02,2.020000000000000000e+02,nan,2.150000000000000000e+02,nan,nan,nan,4.250000000000000000e+02,nan,3.340000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,nan,nan,4.460000000000000000e+02,5.230000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.470000000000000000e+02,2.040000000000000000e+02,nan,2.180000000000000000e+02,nan,nan,nan,4.250000000000000000e+02,nan,nan,3.360000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,nan,nan,4.560000000000000000e+02,5.320000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.470000000000000000e+02,2.110000000000000000e+02,nan,2.160000000000000000e+02,nan,nan,nan,4.150000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,nan,nan,4.610000000000000000e+02,5.370000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.520000000000000000e+02,2.090000000000000000e+02,nan,2.200000000000000000e+02,nan,nan,nan,4.140000000000000000e+02,nan,nan,nan,3.260000000000000000e+02,3.410000000000000000e+02,3.830000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,nan,nan,4.670000000000000000e+02,5.430000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.540000000000000000e+02,2.130000000000000000e+02,nan,2.240000000000000000e+02,nan,nan,nan,4.210000000000000000e+02,nan,nan,nan,3.250000000000000000e+02,nan,3.880000000000000000e+02,2.030000000000000000e+02,3.440000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,nan,nan,4.610000000000000000e+02,5.490000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.550000000000000000e+02,2.130000000000000000e+02,nan,2.250000000000000000e+02,nan,nan,nan,4.220000000000000000e+02,nan,nan,nan,3.280000000000000000e+02,nan,3.890000000000000000e+02,nan,3.450000000000000000e+02,2.040000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,nan,nan,4.570000000000000000e+02,5.440000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.600000000000000000e+02,nan,nan,2.280000000000000000e+02,nan,nan,nan,4.380000000000000000e+02,nan,nan,nan,3.290000000000000000e+02,nan,3.900000000000000000e+02,nan,nan,nan,3.470000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,nan,nan,4.550000000000000000e+02,5.470000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.630000000000000000e+02,nan,nan,2.310000000000000000e+02,nan,nan,nan,4.430000000000000000e+02,nan,nan,nan,3.330000000000000000e+02,nan,3.860000000000000000e+02,nan,nan,nan,3.490000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,nan,nan,4.550000000000000000e+02,5.450000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.620000000000000000e+02,nan,nan,2.320000000000000000e+02,nan,nan,nan,4.530000000000000000e+02,nan,nan,nan,3.350000000000000000e+02,nan,3.900000000000000000e+02,nan,nan,nan,nan,1.060000000000000000e+02,3.000000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,nan,nan,4.500000000000000000e+02,5.430000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.600000000000000000e+02,nan,nan,2.350000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.320000000000000000e+02,nan,3.870000000000000000e+02,nan,nan,nan,nan,1.090000000000000000e+02,3.030000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,nan,nan,4.500000000000000000e+02,5.450000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.590000000000000000e+02,nan,nan,2.360000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.320000000000000000e+02,nan,3.940000000000000000e+02,nan,nan,nan,nan,1.110000000000000000e+02,3.100000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,nan,nan,4.530000000000000000e+02,5.460000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.670000000000000000e+02,nan,nan,2.380000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.350000000000000000e+02,nan,3.900000000000000000e+02,nan,nan,nan,nan,1.120000000000000000e+02,3.010000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,nan,nan,4.520000000000000000e+02,5.440000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.700000000000000000e+02,nan,nan,2.450000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.350000000000000000e+02,nan,3.910000000000000000e+02,nan,nan,nan,nan,1.120000000000000000e+02,3.110000000000000000e+02,3.620000000000000000e+02,5.040000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,nan,nan,4.450000000000000000e+02,5.460000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.710000000000000000e+02,nan,nan,2.430000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.380000000000000000e+02,nan,3.910000000000000000e+02,nan,nan,nan,nan,1.090000000000000000e+02,3.140000000000000000e+02,3.380000000000000000e+02,5.120000000000000000e+02,2.220000000000000000e+02,3.630000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,nan,nan,4.420000000000000000e+02,5.400000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.730000000000000000e+02,nan,nan,2.450000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.340000000000000000e+02,nan,3.910000000000000000e+02,nan,nan,nan,nan,1.110000000000000000e+02,3.160000000000000000e+02,3.360000000000000000e+02,5.210000000000000000e+02,nan,nan,3.630000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
2.200000000000000000e+01,nan,nan,4.410000000000000000e+02,5.430000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.750000000000000000e+02,nan,nan,2.500000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.410000000000000000e+02,nan,3.940000000000000000e+02,nan,nan,nan,nan,1.150000000000000000e+02,3.170000000000000000e+02,3.400000000000000000e+02,nan,nan,nan,nan,1.340000000000000000e+02,3.670000000000000000e+02,nan,nan,nan,nan,nan
2.300000000000000000e+01,nan,nan,4.420000000000000000e+02,5.440000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.760000000000000000e+02,nan,nan,2.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.410000000000000000e+02,nan,3.960000000000000000e+02,nan,nan,nan,nan,1.160000000000000000e+02,3.140000000000000000e+02,3.410000000000000000e+02,nan,nan,nan,nan,1.340000000000000000e+02,nan,3.280000000000000000e+02,3.700000000000000000e+02,nan,nan,nan
2.400000000000000000e+01,nan,nan,4.330000000000000000e+02,5.430000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.780000000000000000e+02,nan,nan,2.560000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.440000000000000000e+02,nan,3.960000000000000000e+02,nan,nan,nan,nan,1.160000000000000000e+02,3.230000000000000000e+02,3.370000000000000000e+02,nan,nan,nan,nan,1.370000000000000000e+02,nan,3.310000000000000000e+02,nan,3.020000000000000000e+02,nan,nan
2.500000000000000000e+01,nan,nan,4.360000000000000000e+02,5.390000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.800000000000000000e+02,nan,nan,2.540000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.420000000000000000e+02,nan,3.960000000000000000e+02,nan,nan,nan,nan,1.190000000000000000e+02,3.200000000000000000e+02,3.420000000000000000e+02,nan,nan,nan,nan,1.370000000000000000e+02,nan,3.320000000000000000e+02,nan,3.040000000000000000e+02,5.410000000000000000e+02,nan
2.600000000000000000e+01,nan,nan,4.340000000000000000e+02,5.330000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.820000000000000000e+02,nan,nan,2.630000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.440000000000000000e+02,nan,3.970000000000000000e+02,nan,nan,nan,nan,1.180000000000000000e+02,3.280000000000000000e+02,3.440000000000000000e+02,nan,nan,nan,nan,1.390000000000000000e+02,nan,3.360000000000000000e+02,nan,3.060000000000000000e+02,5.360000000000000000e+02,nan
2.700000000000000000e+01,nan,nan,4.300000000000000000e+02,5.300000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.840000000000000000e+02,nan,nan,2.600000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.450000000000000000e+02,nan,4.000000000000000000e+02,nan,nan,nan,nan,1.190000000000000000e+02,3.270000000000000000e+02,3.430000000000000000e+02,nan,nan,nan,nan,1.400000000000000000e+02,nan,3.380000000000000000e+02,nan,3.080000000000000000e+02,5.350000000000000000e+02,nan
2.800000000000000000e+01,nan,nan,4.300000000000000000e+02,5.260000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.880000000000000000e+02,nan,nan,2.640000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.510000000000000000e+02,nan,3.970000000000000000e+02,nan,nan,nan,nan,1.220000000000000000e+02,3.300000000000000000e+02,3.490000000000000000e+02,nan,nan,nan,nan,1.400000000000000000e+02,nan,3.420000000000000000e+02,nan,3.080000000000000000e+02,5.310000000000000000e+02,nan
2.900000000000000000e+01,nan,nan,4.240000000000000000e+02,5.260000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.920000000000000000e+02,nan,nan,2.680000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.510000000000000000e+02,nan,3.980000000000000000e+02,nan,nan,nan,nan,1.260000000000000000e+02,3.320000000000000000e+02,3.490000000000000000e+02,nan,nan,nan,nan,1.410000000000000000e+02,nan,3.410000000000000000e+02,nan,3.070000000000000000e+02,nan,nan
3.000000000000000000e+01,nan,nan,4.210000000000000000e+02,5.260000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.920000000000000000e+02,nan,nan,2.680000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.550000000000000000e+02,nan,4.000000000000000000e+02,nan,nan,nan,nan,1.260000000000000000e+02,3.340000000000000000e+02,3.550000000000000000e+02,nan,nan,nan,nan,1.460000000000000000e+02,nan,3.420000000000000000e+02,nan,3.100000000000000000e+02,nan,9.200000000000000000e+01
3.100000000000000000e+01,nan,nan,4.190000000000000000e+02,5.220000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.890000000000000000e+02,nan,nan,2.750000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.570000000000000000e+02,nan,4.010000000000000000e+02,nan,nan,nan,nan,1.270000000000000000e+02,3.350000000000000000e+02,3.570000000000000000e+02,nan,nan,nan,nan,1.460000000000000000e+02,nan,3.430000000000000000e+02,nan,3.120000000000000000e+02,nan,8.800000000000000000e+01
3.200000000000000000e+01,nan,nan,4.160000000000000000e+02,5.150000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.980000000000000000e+02,nan,nan,2.780000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.540000000000000000e+02,nan,4.050000000000000000e+02,nan,nan,nan,nan,1.280000000000000000e+02,3.410000000000000000e+02,3.550000000000000000e+02,nan,nan,nan,nan,1.420000000000000000e+02,nan,3.460000000000000000e+02,nan,3.110000000000000000e+02,nan,7.700000000000000000e+01
3.300000000000000000e+01,nan,nan,4.190000000000000000e+02,5.130000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,4.960000000000000000e+02,nan,nan,2.790000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.560000000000000000e+02,nan,4.060000000000000000e+02,nan,nan,nan,nan,1.120000000000000000e+02,3.470000000000000000e+02,3.600000000000000000e+02,nan,nan,nan,nan,1.440000000000000000e+02,nan,3.490000000000000000e+02,nan,3.110000000000000000e+02,nan,6.900000000000000000e+01
