0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,nan,1.430000000000000000e+02,nan,nan,nan,nan,nan
8.000000000000000000e+00,nan,1.530000000000000000e+02,nan,nan,nan,nan,nan
9.000000000000000000e+00,nan,1.550000000000000000e+02,nan,nan,nan,nan,nan
1.000000000000000000e+01,nan,1.600000000000000000e+02,nan,nan,nan,nan,nan
1.100000000000000000e+01,nan,1.630000000000000000e+02,nan,nan,nan,nan,nan
1.200000000000000000e+01,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,nan,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,nan,nan,3.630000000000000000e+02,nan,nan,nan,nan
2.100000000000000000e+01,nan,nan,3.630000000000000000e+02,2.640000000000000000e+02,nan,nan,nan
2.200000000000000000e+01,nan,nan,3.650000000000000000e+02,2.670000000000000000e+02,nan,nan,nan
2.300000000000000000e+01,nan,nan,3.660000000000000000e+02,2.710000000000000000e+02,nan,nan,nan
2.400000000000000000e+01,nan,nan,3.670000000000000000e+02,2.710000000000000000e+02,nan,nan,nan
2.500000000000000000e+01,nan,nan,3.680000000000000000e+02,2.730000000000000000e+02,nan,nan,nan
2.600000000000000000e+01,nan,nan,3.680000000000000000e+02,2.790000000000000000e+02,nan,nan,nan
2.700000000000000000e+01,nan,nan,3.700000000000000000e+02,2.830000000000000000e+02,nan,nan,nan
2.800000000000000000e+01,nan,nan,3.700000000000000000e+02,2.830000000000000000e+02,nan,nan,nan
2.900000000000000000e+01,nan,nan,3.710000000000000000e+02,2.840000000000000000e+02,nan,nan,nan
3.000000000000000000e+01,nan,nan,3.730000000000000000e+02,2.840000000000000000e+02,nan,nan,nan
3.100000000000000000e+01,nan,nan,3.750000000000000000e+02,2.880000000000000000e+02,4.690000000000000000e+02,nan,nan
3.200000000000000000e+01,nan,nan,3.770000000000000000e+02,2.910000000000000000e+02,4.720000000000000000e+02,5.400000000000000000e+02,nan
3.300000000000000000e+01,nan,nan,3.770000000000000000e+02,2.970000000000000000e+02,4.720000000000000000e+02,5.350000000000000000e+02,nan
3.400000000000000000e+01,nan,nan,3.810000000000000000e+02,3.000000000000000000e+02,4.710000000000000000e+02,5.400000000000000000e+02,nan
3.500000000000000000e+01,nan,nan,3.820000000000000000e+02,2.980000000000000000e+02,4.660000000000000000e+02,5.340000000000000000e+02,nan
3.600000000000000000e+01,nan,nan,3.830000000000000000e+02,3.010000000000000000e+02,4.660000000000000000e+02,5.320000000000000000e+02,nan
3.700000000000000000e+01,nan,nan,3.860000000000000000e+02,2.970000000000000000e+02,4.690000000000000000e+02,5.300000000000000000e+02,nan
3.800000000000000000e+01,nan,nan,3.890000000000000000e+02,2.970000000000000000e+02,4.690000000000000000e+02,5.280000000000000000e+02,nan
3.900000000000000000e+01,nan,nan,3.900000000000000000e+02,2.910000000000000000e+02,4.650000000000000000e+02,5.270000000000000000e+02,nan
4.000000000000000000e+01,nan,nan,3.900000000000000000e+02,2.920000000000000000e+02,4.670000000000000000e+02,5.260000000000000000e+02,nan
4.100000000000000000e+01,nan,nan,3.930000000000000000e+02,2.870000000000000000e+02,4.680000000000000000e+02,5.210000000000000000e+02,nan
4.200000000000000000e+01,nan,nan,3.960000000000000000e+02,2.860000000000000000e+02,4.690000000000000000e+02,5.190000000000000000e+02,nan
4.300000000000000000e+01,nan,nan,3.990000000000000000e+02,2.820000000000000000e+02,4.710000000000000000e+02,5.170000000000000000e+02,nan
4.400000000000000000e+01,nan,nan,4.020000000000000000e+02,2.780000000000000000e+02,4.700000000000000000e+02,5.120000000000000000e+02,nan
4.500000000000000000e+01,nan,nan,4.020000000000000000e+02,2.770000000000000000e+02,4.690000000000000000e+02,5.130000000000000000e+02,nan
4.600000000000000000e+01,nan,nan,4.040000000000000000e+02,2.710000000000000000e+02,4.680000000000000000e+02,5.070000000000000000e+02,nan
4.700000000000000000e+01,nan,nan,4.070000000000000000e+02,2.720000000000000000e+02,4.670000000000000000e+02,5.040000000000000000e+02,3.310000000000000000e+02
4.800000000000000000e+01,nan,nan,4.090000000000000000e+02,2.680000000000000000e+02,4.650000000000000000e+02,4.980000000000000000e+02,3.340000000000000000e+02
4.900000000000000000e+01,nan,nan,4.090000000000000000e+02,2.650000000000000000e+02,4.720000000000000000e+02,4.980000000000000000e+02,3.330000000000000000e+02
5.000000000000000000e+01,nan,nan,4.120000000000000000e+02,2.630000000000000000e+02,4.730000000000000000e+02,4.990000000000000000e+02,3.370000000000000000e+02
5.100000000000000000e+01,nan,nan,4.120000000000000000e+02,2.580000000000000000e+02,4.690000000000000000e+02,4.970000000000000000e+02,3.390000000000000000e+02
5.200000000000000000e+01,nan,nan,4.130000000000000000e+02,2.550000000000000000e+02,4.680000000000000000e+02,5.000000000000000000e+02,3.400000000000000000e+02
5.300000000000000000e+01,nan,nan,4.160000000000000000e+02,2.550000000000000000e+02,4.700000000000000000e+02,4.950000000000000000e+02,3.430000000000000000e+02
5.400000000000000000e+01,nan,nan,4.170000000000000000e+02,2.520000000000000000e+02,4.610000000000000000e+02,4.930000000000000000e+02,3.460000000000000000e+02
5.500000000000000000e+01,nan,nan,4.190000000000000000e+02,2.470000000000000000e+02,4.660000000000000000e+02,4.900000000000000000e+02,3.490000000000000000e+02
5.600000000000000000e+01,nan,nan,4.210000000000000000e+02,2.460000000000000000e+02,4.710000000000000000e+02,4.880000000000000000e+02,3.500000000000000000e+02
5.700000000000000000e+01,nan,nan,4.250000000000000000e+02,2.460000000000000000e+02,4.680000000000000000e+02,4.870000000000000000e+02,3.480000000000000000e+02
5.800000000000000000e+01,nan,nan,4.270000000000000000e+02,2.420000000000000000e+02,4.630000000000000000e+02,4.850000000000000000e+02,3.500000000000000000e+02
